Ayah_number	sura name	chapter_number	meaning	content_ar	assudais	alafasy	almuaiqly	translation
29	Al-Waqia—الواقعة	56	The Event, The Inevitable	وَطَلْحٍ مَّنضُودٍ	http://www.everyayah.org/data/Abdurrahmaan_As-Sudais_64kbps/056029.mp3	http://www.everyayah.org/data/Alafasy_64kbps/056029.mp3	http://www.everyayah.org/data/Maher_AlMuaiqly_64kbps/056029.mp3	Among Talh trees with flowers (or fruits) piled one above another,-
30	Al-Waqia—الواقعة	56	The Event, The Inevitable	وَظِلٍّ مَّمْدُودٍ	http://www.everyayah.org/data/Abdurrahmaan_As-Sudais_64kbps/056030.mp3	http://www.everyayah.org/data/Alafasy_64kbps/056030.mp3	http://www.everyayah.org/data/Maher_AlMuaiqly_64kbps/056030.mp3	In shade long-extended,
31	Al-Waqia—الواقعة	56	The Event, The Inevitable	وَمَاءٍ مَّسْكُوبٍ	http://www.everyayah.org/data/Abdurrahmaan_As-Sudais_64kbps/056031.mp3	http://www.everyayah.org/data/Alafasy_64kbps/056031.mp3	http://www.everyayah.org/data/Maher_AlMuaiqly_64kbps/056031.mp3	By water flowing constantly,
32	Al-Waqia—الواقعة	56	The Event, The Inevitable	وَفَاكِهَةٍ كَثِيرَةٍ	http://www.everyayah.org/data/Abdurrahmaan_As-Sudais_64kbps/056032.mp3	http://www.everyayah.org/data/Alafasy_64kbps/056032.mp3	http://www.everyayah.org/data/Maher_AlMuaiqly_64kbps/056032.mp3	And fruit in abundance.
33	Al-Waqia—الواقعة	56	The Event, The Inevitable	لَّا مَقْطُوعَةٍ وَلَا مَمْنُوعَةٍ	http://www.everyayah.org/data/Abdurrahmaan_As-Sudais_64kbps/056033.mp3	http://www.everyayah.org/data/Alafasy_64kbps/056033.mp3	http://www.everyayah.org/data/Maher_AlMuaiqly_64kbps/056033.mp3	Whose season is not limited, nor (supply) forbidden,
34	Al-Waqia—الواقعة	56	The Event, The Inevitable	وَفُرُشٍ مَّرْفُوعَةٍ	http://www.everyayah.org/data/Abdurrahmaan_As-Sudais_64kbps/056034.mp3	http://www.everyayah.org/data/Alafasy_64kbps/056034.mp3	http://www.everyayah.org/data/Maher_AlMuaiqly_64kbps/056034.mp3	And on Thrones (of Dignity), raised high.
35	Al-Waqia—الواقعة	56	The Event, The Inevitable	إِنَّا أَنشَأْنَاهُنَّ إِنشَاءً	http://www.everyayah.org/data/Abdurrahmaan_As-Sudais_64kbps/056035.mp3	http://www.everyayah.org/data/Alafasy_64kbps/056035.mp3	http://www.everyayah.org/data/Maher_AlMuaiqly_64kbps/056035.mp3	We have created (their Companions) of special creation.
36	Al-Waqia—الواقعة	56	The Event, The Inevitable	فَجَعَلْنَاهُنَّ أَبْكَارًا	http://www.everyayah.org/data/Abdurrahmaan_As-Sudais_64kbps/056036.mp3	http://www.everyayah.org/data/Alafasy_64kbps/056036.mp3	http://www.everyayah.org/data/Maher_AlMuaiqly_64kbps/056036.mp3	And made them virgin - pure (and undefiled), -
37	Al-Waqia—الواقعة	56	The Event, The Inevitable	عُرُبًا أَتْرَابًا	http://www.everyayah.org/data/Abdurrahmaan_As-Sudais_64kbps/056037.mp3	http://www.everyayah.org/data/Alafasy_64kbps/056037.mp3	http://www.everyayah.org/data/Maher_AlMuaiqly_64kbps/056037.mp3	Beloved (by nature), equal in age,-
38	Al-Waqia—الواقعة	56	The Event, The Inevitable	لِّأَصْحَابِ الْيَمِينِ	http://www.everyayah.org/data/Abdurrahmaan_As-Sudais_64kbps/056038.mp3	http://www.everyayah.org/data/Alafasy_64kbps/056038.mp3	http://www.everyayah.org/data/Maher_AlMuaiqly_64kbps/056038.mp3	For the Companions of the Right Hand.
39	Al-Waqia—الواقعة	56	The Event, The Inevitable	ثُلَّةٌ مِّنَ الْأَوَّلِينَ	http://www.everyayah.org/data/Abdurrahmaan_As-Sudais_64kbps/056039.mp3	http://www.everyayah.org/data/Alafasy_64kbps/056039.mp3	http://www.everyayah.org/data/Maher_AlMuaiqly_64kbps/056039.mp3	A (goodly) number from those of old,
40	Al-Waqia—الواقعة	56	The Event, The Inevitable	وَثُلَّةٌ مِّنَ الْآخِرِينَ	http://www.everyayah.org/data/Abdurrahmaan_As-Sudais_64kbps/056040.mp3	http://www.everyayah.org/data/Alafasy_64kbps/056040.mp3	http://www.everyayah.org/data/Maher_AlMuaiqly_64kbps/056040.mp3	And a (goodly) number from those of later times.
41	Al-Waqia—الواقعة	56	The Event, The Inevitable	وَأَصْحَابُ الشِّمَالِ مَا أَصْحَابُ الشِّمَالِ	http://www.everyayah.org/data/Abdurrahmaan_As-Sudais_64kbps/056041.mp3	http://www.everyayah.org/data/Alafasy_64kbps/056041.mp3	http://www.everyayah.org/data/Maher_AlMuaiqly_64kbps/056041.mp3	The Companions of the Left Hand,- what will be the Companions of the Left Hand?
42	Al-Waqia—الواقعة	56	The Event, The Inevitable	فِي سَمُومٍ وَحَمِيمٍ	http://www.everyayah.org/data/Abdurrahmaan_As-Sudais_64kbps/056042.mp3	http://www.everyayah.org/data/Alafasy_64kbps/056042.mp3	http://www.everyayah.org/data/Maher_AlMuaiqly_64kbps/056042.mp3	(They will be) in the midst of a Fierce Blast of Fire and in Boiling Water,
43	Al-Waqia—الواقعة	56	The Event, The Inevitable	وَظِلٍّ مِّن يَحْمُومٍ	http://www.everyayah.org/data/Abdurrahmaan_As-Sudais_64kbps/056043.mp3	http://www.everyayah.org/data/Alafasy_64kbps/056043.mp3	http://www.everyayah.org/data/Maher_AlMuaiqly_64kbps/056043.mp3	And in the shades of Black Smoke:
44	Al-Waqia—الواقعة	56	The Event, The Inevitable	لَّا بَارِدٍ وَلَا كَرِيمٍ	http://www.everyayah.org/data/Abdurrahmaan_As-Sudais_64kbps/056044.mp3	http://www.everyayah.org/data/Alafasy_64kbps/056044.mp3	http://www.everyayah.org/data/Maher_AlMuaiqly_64kbps/056044.mp3	Nothing (will there be) to refresh, nor to please:
45	Al-Waqia—الواقعة	56	The Event, The Inevitable	إِنَّهُمْ كَانُوا قَبْلَ ذَٰلِكَ مُتْرَفِينَ	http://www.everyayah.org/data/Abdurrahmaan_As-Sudais_64kbps/056045.mp3	http://www.everyayah.org/data/Alafasy_64kbps/056045.mp3	http://www.everyayah.org/data/Maher_AlMuaiqly_64kbps/056045.mp3	For that they were wont to be indulged, before that, in wealth (and luxury),
46	Al-Waqia—الواقعة	56	The Event, The Inevitable	وَكَانُوا يُصِرُّونَ عَلَى الْحِنثِ الْعَظِيمِ	http://www.everyayah.org/data/Abdurrahmaan_As-Sudais_64kbps/056046.mp3	http://www.everyayah.org/data/Alafasy_64kbps/056046.mp3	http://www.everyayah.org/data/Maher_AlMuaiqly_64kbps/056046.mp3	And persisted obstinately in wickedness supreme!
47	Al-Waqia—الواقعة	56	The Event, The Inevitable	وَكَانُوا يَقُولُونَ أَئِذَا مِتْنَا وَكُنَّا تُرَابًا وَعِظَامًا أَإِنَّا لَمَبْعُوثُونَ	http://www.everyayah.org/data/Abdurrahmaan_As-Sudais_64kbps/056047.mp3	http://www.everyayah.org/data/Alafasy_64kbps/056047.mp3	http://www.everyayah.org/data/Maher_AlMuaiqly_64kbps/056047.mp3	"And they used to say, ""What! when we die and become dust and bones, shall we then indeed be raised up again?-"
48	Al-Waqia—الواقعة	56	The Event, The Inevitable	أَوَآبَاؤُنَا الْأَوَّلُونَ	http://www.everyayah.org/data/Abdurrahmaan_As-Sudais_64kbps/056048.mp3	http://www.everyayah.org/data/Alafasy_64kbps/056048.mp3	http://www.everyayah.org/data/Maher_AlMuaiqly_64kbps/056048.mp3	"""(We) and our fathers of old?"""
49	Al-Waqia—الواقعة	56	The Event, The Inevitable	قُلْ إِنَّ الْأَوَّلِينَ وَالْآخِرِينَ	http://www.everyayah.org/data/Abdurrahmaan_As-Sudais_64kbps/056049.mp3	http://www.everyayah.org/data/Alafasy_64kbps/056049.mp3	http://www.everyayah.org/data/Maher_AlMuaiqly_64kbps/056049.mp3	"Say: ""Yea, those of old and those of later times,"
50	Al-Waqia—الواقعة	56	The Event, The Inevitable	لَمَجْمُوعُونَ إِلَىٰ مِيقَاتِ يَوْمٍ مَّعْلُومٍ	http://www.everyayah.org/data/Abdurrahmaan_As-Sudais_64kbps/056050.mp3	http://www.everyayah.org/data/Alafasy_64kbps/056050.mp3	http://www.everyayah.org/data/Maher_AlMuaiqly_64kbps/056050.mp3	"""All will certainly be gathered together for the meeting appointed for a Day well-known."
51	Al-Waqia—الواقعة	56	The Event, The Inevitable	ثُمَّ إِنَّكُمْ أَيُّهَا الضَّالُّونَ الْمُكَذِّبُونَ	http://www.everyayah.org/data/Abdurrahmaan_As-Sudais_64kbps/056051.mp3	http://www.everyayah.org/data/Alafasy_64kbps/056051.mp3	http://www.everyayah.org/data/Maher_AlMuaiqly_64kbps/056051.mp3	"""Then will ye truly,- O ye that go wrong, and treat (Truth) as Falsehood!-"
52	Al-Waqia—الواقعة	56	The Event, The Inevitable	لَآكِلُونَ مِن شَجَرٍ مِّن زَقُّومٍ	http://www.everyayah.org/data/Abdurrahmaan_As-Sudais_64kbps/056052.mp3	http://www.everyayah.org/data/Alafasy_64kbps/056052.mp3	http://www.everyayah.org/data/Maher_AlMuaiqly_64kbps/056052.mp3	"""Ye will surely taste of the Tree of Zaqqum."
53	Al-Waqia—الواقعة	56	The Event, The Inevitable	فَمَالِئُونَ مِنْهَا الْبُطُونَ	http://www.everyayah.org/data/Abdurrahmaan_As-Sudais_64kbps/056053.mp3	http://www.everyayah.org/data/Alafasy_64kbps/056053.mp3	http://www.everyayah.org/data/Maher_AlMuaiqly_64kbps/056053.mp3	"""Then will ye fill your insides therewith,"
54	Al-Waqia—الواقعة	56	The Event, The Inevitable	فَشَارِبُونَ عَلَيْهِ مِنَ الْحَمِيمِ	http://www.everyayah.org/data/Abdurrahmaan_As-Sudais_64kbps/056054.mp3	http://www.everyayah.org/data/Alafasy_64kbps/056054.mp3	http://www.everyayah.org/data/Maher_AlMuaiqly_64kbps/056054.mp3	"""And drink Boiling Water on top of it:"
55	Al-Waqia—الواقعة	56	The Event, The Inevitable	فَشَارِبُونَ شُرْبَ الْهِيمِ	http://www.everyayah.org/data/Abdurrahmaan_As-Sudais_64kbps/056055.mp3	http://www.everyayah.org/data/Alafasy_64kbps/056055.mp3	http://www.everyayah.org/data/Maher_AlMuaiqly_64kbps/056055.mp3	"""Indeed ye shall drink like diseased camels raging with thirst!"""
56	Al-Waqia—الواقعة	56	The Event, The Inevitable	هَٰذَا نُزُلُهُمْ يَوْمَ الدِّينِ	http://www.everyayah.org/data/Abdurrahmaan_As-Sudais_64kbps/056056.mp3	http://www.everyayah.org/data/Alafasy_64kbps/056056.mp3	http://www.everyayah.org/data/Maher_AlMuaiqly_64kbps/056056.mp3	Such will be their entertainment on the Day of Requital!
57	Al-Waqia—الواقعة	56	The Event, The Inevitable	نَحْنُ خَلَقْنَاكُمْ فَلَوْلَا تُصَدِّقُونَ	http://www.everyayah.org/data/Abdurrahmaan_As-Sudais_64kbps/056057.mp3	http://www.everyayah.org/data/Alafasy_64kbps/056057.mp3	http://www.everyayah.org/data/Maher_AlMuaiqly_64kbps/056057.mp3	It is We Who have created you: why will ye not witness the Truth?
58	Al-Waqia—الواقعة	56	The Event, The Inevitable	أَفَرَأَيْتُم مَّا تُمْنُونَ	http://www.everyayah.org/data/Abdurrahmaan_As-Sudais_64kbps/056058.mp3	http://www.everyayah.org/data/Alafasy_64kbps/056058.mp3	http://www.everyayah.org/data/Maher_AlMuaiqly_64kbps/056058.mp3	Do ye then see?- The (human Seed) that ye throw out,-
59	Al-Waqia—الواقعة	56	The Event, The Inevitable	أَأَنتُمْ تَخْلُقُونَهُ أَمْ نَحْنُ الْخَالِقُونَ	http://www.everyayah.org/data/Abdurrahmaan_As-Sudais_64kbps/056059.mp3	http://www.everyayah.org/data/Alafasy_64kbps/056059.mp3	http://www.everyayah.org/data/Maher_AlMuaiqly_64kbps/056059.mp3	Is it ye who create it, or are We the Creators?
60	Al-Waqia—الواقعة	56	The Event, The Inevitable	نَحْنُ قَدَّرْنَا بَيْنَكُمُ الْمَوْتَ وَمَا نَحْنُ بِمَسْبُوقِينَ	http://www.everyayah.org/data/Abdurrahmaan_As-Sudais_64kbps/056060.mp3	http://www.everyayah.org/data/Alafasy_64kbps/056060.mp3	http://www.everyayah.org/data/Maher_AlMuaiqly_64kbps/056060.mp3	We have decreed Death to be your common lot, and We are not to be frustrated
61	Al-Waqia—الواقعة	56	The Event, The Inevitable	عَلَىٰ أَن نُّبَدِّلَ أَمْثَالَكُمْ وَنُنشِئَكُمْ فِي مَا لَا تَعْلَمُونَ	http://www.everyayah.org/data/Abdurrahmaan_As-Sudais_64kbps/056061.mp3	http://www.everyayah.org/data/Alafasy_64kbps/056061.mp3	http://www.everyayah.org/data/Maher_AlMuaiqly_64kbps/056061.mp3	from changing your Forms and creating you (again) in (forms) that ye know not.
62	Al-Waqia—الواقعة	56	The Event, The Inevitable	وَلَقَدْ عَلِمْتُمُ النَّشْأَةَ الْأُولَىٰ فَلَوْلَا تَذَكَّرُونَ	http://www.everyayah.org/data/Abdurrahmaan_As-Sudais_64kbps/056062.mp3	http://www.everyayah.org/data/Alafasy_64kbps/056062.mp3	http://www.everyayah.org/data/Maher_AlMuaiqly_64kbps/056062.mp3	And ye certainly know already the first form of creation: why then do ye not celebrate His praises?
63	Al-Waqia—الواقعة	56	The Event, The Inevitable	أَفَرَأَيْتُم مَّا تَحْرُثُونَ	http://www.everyayah.org/data/Abdurrahmaan_As-Sudais_64kbps/056063.mp3	http://www.everyayah.org/data/Alafasy_64kbps/056063.mp3	http://www.everyayah.org/data/Maher_AlMuaiqly_64kbps/056063.mp3	See ye the seed that ye sow in the ground?
64	Al-Waqia—الواقعة	56	The Event, The Inevitable	أَأَنتُمْ تَزْرَعُونَهُ أَمْ نَحْنُ الزَّارِعُونَ	http://www.everyayah.org/data/Abdurrahmaan_As-Sudais_64kbps/056064.mp3	http://www.everyayah.org/data/Alafasy_64kbps/056064.mp3	http://www.everyayah.org/data/Maher_AlMuaiqly_64kbps/056064.mp3	Is it ye that cause it to grow, or are We the Cause?
65	Al-Waqia—الواقعة	56	The Event, The Inevitable	لَوْ نَشَاءُ لَجَعَلْنَاهُ حُطَامًا فَظَلْتُمْ تَفَكَّهُونَ	http://www.everyayah.org/data/Abdurrahmaan_As-Sudais_64kbps/056065.mp3	http://www.everyayah.org/data/Alafasy_64kbps/056065.mp3	http://www.everyayah.org/data/Maher_AlMuaiqly_64kbps/056065.mp3	Were it Our Will, We could crumble it to dry powder, and ye would be left in wonderment,
66	Al-Waqia—الواقعة	56	The Event, The Inevitable	إِنَّا لَمُغْرَمُونَ	http://www.everyayah.org/data/Abdurrahmaan_As-Sudais_64kbps/056066.mp3	http://www.everyayah.org/data/Alafasy_64kbps/056066.mp3	http://www.everyayah.org/data/Maher_AlMuaiqly_64kbps/056066.mp3	"(Saying), ""We are indeed left with debts (for nothing):"
67	Al-Waqia—الواقعة	56	The Event, The Inevitable	بَلْ نَحْنُ مَحْرُومُونَ	http://www.everyayah.org/data/Abdurrahmaan_As-Sudais_64kbps/056067.mp3	http://www.everyayah.org/data/Alafasy_64kbps/056067.mp3	http://www.everyayah.org/data/Maher_AlMuaiqly_64kbps/056067.mp3	"""Indeed are we shut out (of the fruits of our labour)"""
68	Al-Waqia—الواقعة	56	The Event, The Inevitable	أَفَرَأَيْتُمُ الْمَاءَ الَّذِي تَشْرَبُونَ	http://www.everyayah.org/data/Abdurrahmaan_As-Sudais_64kbps/056068.mp3	http://www.everyayah.org/data/Alafasy_64kbps/056068.mp3	http://www.everyayah.org/data/Maher_AlMuaiqly_64kbps/056068.mp3	See ye the water which ye drink?
69	Al-Waqia—الواقعة	56	The Event, The Inevitable	أَأَنتُمْ أَنزَلْتُمُوهُ مِنَ الْمُزْنِ أَمْ نَحْنُ الْمُنزِلُونَ	http://www.everyayah.org/data/Abdurrahmaan_As-Sudais_64kbps/056069.mp3	http://www.everyayah.org/data/Alafasy_64kbps/056069.mp3	http://www.everyayah.org/data/Maher_AlMuaiqly_64kbps/056069.mp3	Do ye bring it down (in rain) from the cloud or do We?
70	Al-Waqia—الواقعة	56	The Event, The Inevitable	لَوْ نَشَاءُ جَعَلْنَاهُ أُجَاجًا فَلَوْلَا تَشْكُرُونَ	http://www.everyayah.org/data/Abdurrahmaan_As-Sudais_64kbps/056070.mp3	http://www.everyayah.org/data/Alafasy_64kbps/056070.mp3	http://www.everyayah.org/data/Maher_AlMuaiqly_64kbps/056070.mp3	Were it Our Will, We could make it salt (and unpalatable): then why do ye not give thanks?
71	Al-Waqia—الواقعة	56	The Event, The Inevitable	أَفَرَأَيْتُمُ النَّارَ الَّتِي تُورُونَ	http://www.everyayah.org/data/Abdurrahmaan_As-Sudais_64kbps/056071.mp3	http://www.everyayah.org/data/Alafasy_64kbps/056071.mp3	http://www.everyayah.org/data/Maher_AlMuaiqly_64kbps/056071.mp3	See ye the Fire which ye kindle?
72	Al-Waqia—الواقعة	56	The Event, The Inevitable	أَأَنتُمْ أَنشَأْتُمْ شَجَرَتَهَا أَمْ نَحْنُ الْمُنشِئُونَ	http://www.everyayah.org/data/Abdurrahmaan_As-Sudais_64kbps/056072.mp3	http://www.everyayah.org/data/Alafasy_64kbps/056072.mp3	http://www.everyayah.org/data/Maher_AlMuaiqly_64kbps/056072.mp3	Is it ye who grow the tree which feeds the fire, or do We grow it?
73	Al-Waqia—الواقعة	56	The Event, The Inevitable	نَحْنُ جَعَلْنَاهَا تَذْكِرَةً وَمَتَاعًا لِّلْمُقْوِينَ	http://www.everyayah.org/data/Abdurrahmaan_As-Sudais_64kbps/056073.mp3	http://www.everyayah.org/data/Alafasy_64kbps/056073.mp3	http://www.everyayah.org/data/Maher_AlMuaiqly_64kbps/056073.mp3	We have made it a memorial (of Our handiwork), and an article of comfort and convenience for the denizens of deserts.
74	Al-Waqia—الواقعة	56	The Event, The Inevitable	فَسَبِّحْ بِاسْمِ رَبِّكَ الْعَظِيمِ	http://www.everyayah.org/data/Abdurrahmaan_As-Sudais_64kbps/056074.mp3	http://www.everyayah.org/data/Alafasy_64kbps/056074.mp3	http://www.everyayah.org/data/Maher_AlMuaiqly_64kbps/056074.mp3	Then celebrate with praises the name of thy Lord, the Supreme!
75	Al-Waqia—الواقعة	56	The Event, The Inevitable	۞ فَلَا أُقْسِمُ بِمَوَاقِعِ النُّجُومِ	http://www.everyayah.org/data/Abdurrahmaan_As-Sudais_64kbps/056075.mp3	http://www.everyayah.org/data/Alafasy_64kbps/056075.mp3	http://www.everyayah.org/data/Maher_AlMuaiqly_64kbps/056075.mp3	Furthermore I call to witness the setting of the Stars,-
76	Al-Waqia—الواقعة	56	The Event, The Inevitable	وَإِنَّهُ لَقَسَمٌ لَّوْ تَعْلَمُونَ عَظِيمٌ	http://www.everyayah.org/data/Abdurrahmaan_As-Sudais_64kbps/056076.mp3	http://www.everyayah.org/data/Alafasy_64kbps/056076.mp3	http://www.everyayah.org/data/Maher_AlMuaiqly_64kbps/056076.mp3	And that is indeed a mighty adjuration if ye but knew,-
77	Al-Waqia—الواقعة	56	The Event, The Inevitable	إِنَّهُ لَقُرْآنٌ كَرِيمٌ	http://www.everyayah.org/data/Abdurrahmaan_As-Sudais_64kbps/056077.mp3	http://www.everyayah.org/data/Alafasy_64kbps/056077.mp3	http://www.everyayah.org/data/Maher_AlMuaiqly_64kbps/056077.mp3	That this is indeed a qur'an Most Honourable,
78	Al-Waqia—الواقعة	56	The Event, The Inevitable	فِي كِتَابٍ مَّكْنُونٍ	Fee kitabin maknoonin	http://www.everyayah.org/data/Abdurrahmaan_As-Sudais_64kbps/056078.mp3	http://www.everyayah.org/data/Alafasy_64kbps/056078.mp3	In Book well-guarded,
79	Al-Waqia—الواقعة	56	The Event, The Inevitable	لَّا يَمَسُّهُ إِلَّا الْمُطَهَّرُونَ	http://www.everyayah.org/data/Abdurrahmaan_As-Sudais_64kbps/056079.mp3	http://www.everyayah.org/data/Alafasy_64kbps/056079.mp3	http://www.everyayah.org/data/Maher_AlMuaiqly_64kbps/056079.mp3	Which none shall touch but those who are clean:
80	Al-Waqia—الواقعة	56	The Event, The Inevitable	تَنزِيلٌ مِّن رَّبِّ الْعَالَمِينَ	http://www.everyayah.org/data/Abdurrahmaan_As-Sudais_64kbps/056080.mp3	http://www.everyayah.org/data/Alafasy_64kbps/056080.mp3	http://www.everyayah.org/data/Maher_AlMuaiqly_64kbps/056080.mp3	A Revelation from the Lord of the Worlds.
81	Al-Waqia—الواقعة	56	The Event, The Inevitable	أَفَبِهَٰذَا الْحَدِيثِ أَنتُم مُّدْهِنُونَ	http://www.everyayah.org/data/Abdurrahmaan_As-Sudais_64kbps/056081.mp3	http://www.everyayah.org/data/Alafasy_64kbps/056081.mp3	http://www.everyayah.org/data/Maher_AlMuaiqly_64kbps/056081.mp3	Is it such a Message that ye would hold in light esteem?
82	Al-Waqia—الواقعة	56	The Event, The Inevitable	وَتَجْعَلُونَ رِزْقَكُمْ أَنَّكُمْ تُكَذِّبُونَ	http://www.everyayah.org/data/Abdurrahmaan_As-Sudais_64kbps/056082.mp3	http://www.everyayah.org/data/Alafasy_64kbps/056082.mp3	http://www.everyayah.org/data/Maher_AlMuaiqly_64kbps/056082.mp3	And have ye made it your livelihood that ye should declare it false?
83	Al-Waqia—الواقعة	56	The Event, The Inevitable	فَلَوْلَا إِذَا بَلَغَتِ الْحُلْقُومَ	http://www.everyayah.org/data/Abdurrahmaan_As-Sudais_64kbps/056083.mp3	http://www.everyayah.org/data/Alafasy_64kbps/056083.mp3	http://www.everyayah.org/data/Maher_AlMuaiqly_64kbps/056083.mp3	Then why do ye not (intervene) when (the soul of the dying man) reaches the throat,-
84	Al-Waqia—الواقعة	56	The Event, The Inevitable	وَأَنتُمْ حِينَئِذٍ تَنظُرُونَ	http://www.everyayah.org/data/Abdurrahmaan_As-Sudais_64kbps/056084.mp3	http://www.everyayah.org/data/Alafasy_64kbps/056084.mp3	http://www.everyayah.org/data/Maher_AlMuaiqly_64kbps/056084.mp3	And ye the while (sit) looking on,-
85	Al-Waqia—الواقعة	56	The Event, The Inevitable	وَنَحْنُ أَقْرَبُ إِلَيْهِ مِنكُمْ وَلَٰكِن لَّا تُبْصِرُونَ	http://www.everyayah.org/data/Abdurrahmaan_As-Sudais_64kbps/056085.mp3	http://www.everyayah.org/data/Alafasy_64kbps/056085.mp3	http://www.everyayah.org/data/Maher_AlMuaiqly_64kbps/056085.mp3	But We are nearer to him than ye, and yet see not,-
86	Al-Waqia—الواقعة	56	The Event, The Inevitable	فَلَوْلَا إِن كُنتُمْ غَيْرَ مَدِينِينَ	http://www.everyayah.org/data/Abdurrahmaan_As-Sudais_64kbps/056086.mp3	http://www.everyayah.org/data/Alafasy_64kbps/056086.mp3	http://www.everyayah.org/data/Maher_AlMuaiqly_64kbps/056086.mp3	Then why do ye not,- If you are exempt from (future) account,-
87	Al-Waqia—الواقعة	56	The Event, The Inevitable	تَرْجِعُونَهَا إِن كُنتُمْ صَادِقِينَ	http://www.everyayah.org/data/Abdurrahmaan_As-Sudais_64kbps/056087.mp3	http://www.everyayah.org/data/Alafasy_64kbps/056087.mp3	http://www.everyayah.org/data/Maher_AlMuaiqly_64kbps/056087.mp3	Call back the soul, if ye are true (in the claim of independence)?
88	Al-Waqia—الواقعة	56	The Event, The Inevitable	فَأَمَّا إِن كَانَ مِنَ الْمُقَرَّبِينَ	http://www.everyayah.org/data/Abdurrahmaan_As-Sudais_64kbps/056088.mp3	http://www.everyayah.org/data/Alafasy_64kbps/056088.mp3	http://www.everyayah.org/data/Maher_AlMuaiqly_64kbps/056088.mp3	Thus, then, if he be of those Nearest to Allah,
89	Al-Waqia—الواقعة	56	The Event, The Inevitable	فَرَوْحٌ وَرَيْحَانٌ وَجَنَّتُ نَعِيمٍ	http://www.everyayah.org/data/Abdurrahmaan_As-Sudais_64kbps/056089.mp3	http://www.everyayah.org/data/Alafasy_64kbps/056089.mp3	http://www.everyayah.org/data/Maher_AlMuaiqly_64kbps/056089.mp3	(There is for him) Rest and Satisfaction, and a Garden of Delights.
90	Al-Waqia—الواقعة	56	The Event, The Inevitable	وَأَمَّا إِن كَانَ مِنْ أَصْحَابِ الْيَمِينِ	http://www.everyayah.org/data/Abdurrahmaan_As-Sudais_64kbps/056090.mp3	http://www.everyayah.org/data/Alafasy_64kbps/056090.mp3	http://www.everyayah.org/data/Maher_AlMuaiqly_64kbps/056090.mp3	And if he be of the Companions of the Right Hand,
91	Al-Waqia—الواقعة	56	The Event, The Inevitable	فَسَلَامٌ لَّكَ مِنْ أَصْحَابِ الْيَمِينِ	http://www.everyayah.org/data/Abdurrahmaan_As-Sudais_64kbps/056091.mp3	http://www.everyayah.org/data/Alafasy_64kbps/056091.mp3	http://www.everyayah.org/data/Maher_AlMuaiqly_64kbps/056091.mp3	"(For him is the salutation), ""Peace be unto thee"", from the Companions of the Right Hand."
92	Al-Waqia—الواقعة	56	The Event, The Inevitable	وَأَمَّا إِن كَانَ مِنَ الْمُكَذِّبِينَ الضَّالِّينَ	http://www.everyayah.org/data/Abdurrahmaan_As-Sudais_64kbps/056092.mp3	http://www.everyayah.org/data/Alafasy_64kbps/056092.mp3	http://www.everyayah.org/data/Maher_AlMuaiqly_64kbps/056092.mp3	And if he be of those who treat (Truth) as Falsehood, who go wrong,
93	Al-Waqia—الواقعة	56	The Event, The Inevitable	فَنُزُلٌ مِّنْ حَمِيمٍ	http://www.everyayah.org/data/Abdurrahmaan_As-Sudais_64kbps/056093.mp3	http://www.everyayah.org/data/Alafasy_64kbps/056093.mp3	http://www.everyayah.org/data/Maher_AlMuaiqly_64kbps/056093.mp3	For him is Entertainment with Boiling Water.
94	Al-Waqia—الواقعة	56	The Event, The Inevitable	وَتَصْلِيَةُ جَحِيمٍ	http://www.everyayah.org/data/Abdurrahmaan_As-Sudais_64kbps/056094.mp3	http://www.everyayah.org/data/Alafasy_64kbps/056094.mp3	http://www.everyayah.org/data/Maher_AlMuaiqly_64kbps/056094.mp3	And burning in Hell-Fire.
95	Al-Waqia—الواقعة	56	The Event, The Inevitable	إِنَّ هَٰذَا لَهُوَ حَقُّ الْيَقِينِ	http://www.everyayah.org/data/Abdurrahmaan_As-Sudais_64kbps/056095.mp3	http://www.everyayah.org/data/Alafasy_64kbps/056095.mp3	http://www.everyayah.org/data/Maher_AlMuaiqly_64kbps/056095.mp3	Verily, this is the Very Truth and Certainly.
96	Al-Waqia—الواقعة	56	The Event, The Inevitable	فَسَبِّحْ بِاسْمِ رَبِّكَ الْعَظِيمِ	http://www.everyayah.org/data/Abdurrahmaan_As-Sudais_64kbps/056096.mp3	http://www.everyayah.org/data/Alafasy_64kbps/056096.mp3	http://www.everyayah.org/data/Maher_AlMuaiqly_64kbps/056096.mp3	So celebrate with praises the name of thy Lord, the Supreme.
1	Al-Hadid—الحديد	57	The Iron	بِسْمِ اللَّهِ الرَّحْمَٰنِ الرَّحِيمِ سَبَّحَ لِلَّهِ مَا فِي السَّمَاوَاتِ وَالْأَرْضِ ۖ وَهُوَ الْعَزِيزُ الْحَكِيمُ	http://www.everyayah.org/data/Abdurrahmaan_As-Sudais_64kbps/057001.mp3	http://www.everyayah.org/data/Alafasy_64kbps/057001.mp3	http://www.everyayah.org/data/Maher_AlMuaiqly_64kbps/057001.mp3	Whatever is in the heavens and on earth,- let it declare the Praises and Glory of Allah: for He is the Exalted in Might, the Wise.
